case_id,standard_name,question,expected_outcome,question_type,scenario
v3_edge_0141_17_clarification_5cd0668d72,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0141_18_clarification_48bf980d53,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0141_19_clarification_3872767ed2,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0141_20_clarification_478adc17b1,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0142_01_ready_48ec412359,ISA 200,"Under ISA 200, a process appears low-volume but potentially high-risk. How should risk assessment be adjusted and documented?",READY,ready,risk_assessment_scope_edge
v3_edge_0142_02_ready_f50bbc2a40,ISA 200,"Applying ISA 200, risks are pervasive at the financial statement level but mixed at assertion level. How should procedures be balanced?",READY,ready,financial_statement_vs_assertion_risk
v3_edge_0142_03_ready_688a1c9686,ISA 200,"For ISA 200, control design appears sound but one operating failure occurred near year-end. Can reliance continue, and how should substantive work be expanded?",READY,ready,control_design_vs_operation
v3_edge_0142_04_ready_3bdf60f244,ISA 200,"Under ISA 200, the population is highly skewed with a few very large items. How should sample design and coverage be changed?",READY,ready,sampling_edge_population_bias
v3_edge_0142_05_ready_17a309053d,ISA 200,"Applying ISA 200, third-party evidence conflicts with internal records. What is the required approach to resolve contradictory evidence?",READY,ready,contradictory_audit_evidence
v3_edge_0142_06_ready_bac77959ac,ISA 200,"For ISA 200, management relies on an expert model with limited transparency. What evidence must the auditor obtain before relying on the output?",READY,ready,management_expert_reliance
v3_edge_0142_07_ready_02b4d9e4f8,ISA 200,"Under ISA 200, when does complexity require using an auditor's expert rather than team-only procedures?",READY,ready,auditor_expert_use_threshold
v3_edge_0142_08_ready_597e4b8186,ISA 200,"Applying ISA 200, late manual entries consistently improve results. How should possible management override be investigated?",READY,ready,fraud_override_indicator
v3_edge_0142_09_ready_4a167bc4b2,ISA 200,"For ISA 200, management explanations are plausible but unsupported by independent evidence. What skepticism-based follow-up is required?",READY,ready,professional_skepticism_bias
v3_edge_0142_10_ready_4d60fa7014,ISA 200,"Under ISA 200, estimation uncertainty remains high despite additional procedures. How should sufficiency and appropriateness of evidence be concluded?",READY,ready,estimate_uncertainty_response
v3_edge_0142_11_clarification_6abd1e933a,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
v3_edge_0142_12_clarification_12f69aac35,Professional Auditing Standards (General),Management changed policy options this year; how should it be evaluated and what are its dependencies?,NEEDS_CLARIFICATION,clarification,clarify_target_standard_policy_change
v3_edge_0142_13_clarification_be33ac5841,Professional Auditing Standards (General),"If data is incomplete and proxies are used, how should it be assessed and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_data_proxy
v3_edge_0142_14_clarification_acf26870ef,Professional Auditing Standards (General),"When contract terms conflict with system classification, how should it be resolved and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_contract_system_conflict
v3_edge_0142_15_clarification_d115b547e0,Professional Auditing Standards (General),"For mixed contract components with different risk features, how should it be split and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_mixed_components
v3_edge_0142_16_clarification_29cf28a154,Professional Auditing Standards (General),"If business purpose changes near year-end, when should it be reclassified and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_reclassification
v3_edge_0142_17_clarification_32b12938ef,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0142_18_clarification_b06399e495,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0142_19_clarification_c3345e9f9d,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0142_20_clarification_fef16e0033,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0143_01_ready_6e360886fb,ISA 200,"Under ISA 200, a process appears low-volume but potentially high-risk. How should risk assessment be adjusted and documented?",READY,ready,risk_assessment_scope_edge
v3_edge_0143_02_ready_523740a607,ISA 200,"Applying ISA 200, risks are pervasive at the financial statement level but mixed at assertion level. How should procedures be balanced?",READY,ready,financial_statement_vs_assertion_risk
v3_edge_0143_03_ready_82d62c5f1e,ISA 200,"For ISA 200, control design appears sound but one operating failure occurred near year-end. Can reliance continue, and how should substantive work be expanded?",READY,ready,control_design_vs_operation
v3_edge_0143_04_ready_2023ec2453,ISA 200,"Under ISA 200, the population is highly skewed with a few very large items. How should sample design and coverage be changed?",READY,ready,sampling_edge_population_bias
v3_edge_0143_05_ready_9edec27532,ISA 200,"Applying ISA 200, third-party evidence conflicts with internal records. What is the required approach to resolve contradictory evidence?",READY,ready,contradictory_audit_evidence
v3_edge_0143_06_ready_f0bd80d303,ISA 200,"For ISA 200, management relies on an expert model with limited transparency. What evidence must the auditor obtain before relying on the output?",READY,ready,management_expert_reliance
v3_edge_0143_07_ready_2b628d65ec,ISA 200,"Under ISA 200, when does complexity require using an auditor's expert rather than team-only procedures?",READY,ready,auditor_expert_use_threshold
v3_edge_0143_08_ready_2cd9eb7ed1,ISA 200,"Applying ISA 200, late manual entries consistently improve results. How should possible management override be investigated?",READY,ready,fraud_override_indicator
v3_edge_0143_09_ready_add2769d55,ISA 200,"For ISA 200, management explanations are plausible but unsupported by independent evidence. What skepticism-based follow-up is required?",READY,ready,professional_skepticism_bias
v3_edge_0143_10_ready_635b036115,ISA 200,"Under ISA 200, estimation uncertainty remains high despite additional procedures. How should sufficiency and appropriateness of evidence be concluded?",READY,ready,estimate_uncertainty_response
v3_edge_0143_11_clarification_1c51c92c15,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
v3_edge_0143_12_clarification_58734ccd0e,Professional Auditing Standards (General),Management changed policy options this year; how should it be evaluated and what are its dependencies?,NEEDS_CLARIFICATION,clarification,clarify_target_standard_policy_change
v3_edge_0143_13_clarification_afa7cdef1e,Professional Auditing Standards (General),"If data is incomplete and proxies are used, how should it be assessed and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_data_proxy
v3_edge_0143_14_clarification_ea9086b863,Professional Auditing Standards (General),"When contract terms conflict with system classification, how should it be resolved and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_contract_system_conflict
v3_edge_0143_15_clarification_55f806c203,Professional Auditing Standards (General),"For mixed contract components with different risk features, how should it be split and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_mixed_components
v3_edge_0143_16_clarification_684ed26f4e,Professional Auditing Standards (General),"If business purpose changes near year-end, when should it be reclassified and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_reclassification
v3_edge_0143_17_clarification_67b1922778,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0143_18_clarification_f5b230d995,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0143_19_clarification_8038816b74,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0143_20_clarification_fd7eef5698,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0144_01_ready_64ec301021,ISA 200,"Under ISA 200, a process appears low-volume but potentially high-risk. How should risk assessment be adjusted and documented?",READY,ready,risk_assessment_scope_edge
v3_edge_0144_02_ready_64e292f39a,ISA 200,"Applying ISA 200, risks are pervasive at the financial statement level but mixed at assertion level. How should procedures be balanced?",READY,ready,financial_statement_vs_assertion_risk
v3_edge_0144_03_ready_555fe97608,ISA 200,"For ISA 200, control design appears sound but one operating failure occurred near year-end. Can reliance continue, and how should substantive work be expanded?",READY,ready,control_design_vs_operation
v3_edge_0144_04_ready_1b6aeae68a,ISA 200,"Under ISA 200, the population is highly skewed with a few very large items. How should sample design and coverage be changed?",READY,ready,sampling_edge_population_bias
v3_edge_0144_05_ready_65ff806d16,ISA 200,"Applying ISA 200, third-party evidence conflicts with internal records. What is the required approach to resolve contradictory evidence?",READY,ready,contradictory_audit_evidence
v3_edge_0144_06_ready_09920b8fb0,ISA 200,"For ISA 200, management relies on an expert model with limited transparency. What evidence must the auditor obtain before relying on the output?",READY,ready,management_expert_reliance
v3_edge_0144_07_ready_9d15986b51,ISA 200,"Under ISA 200, when does complexity require using an auditor's expert rather than team-only procedures?",READY,ready,auditor_expert_use_threshold
v3_edge_0144_08_ready_f749f19db5,ISA 200,"Applying ISA 200, late manual entries consistently improve results. How should possible management override be investigated?",READY,ready,fraud_override_indicator
v3_edge_0144_09_ready_5ce7ea9875,ISA 200,"For ISA 200, management explanations are plausible but unsupported by independent evidence. What skepticism-based follow-up is required?",READY,ready,professional_skepticism_bias
v3_edge_0144_10_ready_7e6627d712,ISA 200,"Under ISA 200, estimation uncertainty remains high despite additional procedures. How should sufficiency and appropriateness of evidence be concluded?",READY,ready,estimate_uncertainty_response
v3_edge_0144_11_clarification_be1ec7777a,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
v3_edge_0144_12_clarification_40806ae421,Professional Auditing Standards (General),Management changed policy options this year; how should it be evaluated and what are its dependencies?,NEEDS_CLARIFICATION,clarification,clarify_target_standard_policy_change
v3_edge_0144_13_clarification_a102e4aa1a,Professional Auditing Standards (General),"If data is incomplete and proxies are used, how should it be assessed and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_data_proxy
v3_edge_0144_14_clarification_2741f9e2d9,Professional Auditing Standards (General),"When contract terms conflict with system classification, how should it be resolved and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_contract_system_conflict
v3_edge_0144_15_clarification_6e86020c96,Professional Auditing Standards (General),"For mixed contract components with different risk features, how should it be split and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_mixed_components
v3_edge_0144_16_clarification_9b21da5731,Professional Auditing Standards (General),"If business purpose changes near year-end, when should it be reclassified and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_reclassification
v3_edge_0144_17_clarification_202d67bd14,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0144_18_clarification_ef988b7c9b,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0144_19_clarification_74ca110677,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0144_20_clarification_fb70a1ece0,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0145_01_ready_0c224195e8,ISA 210,"Under ISA 210, a process appears low-volume but potentially high-risk. How should risk assessment be adjusted and documented?",READY,ready,risk_assessment_scope_edge
v3_edge_0145_02_ready_d6a9a69f86,ISA 210,"Applying ISA 210, risks are pervasive at the financial statement level but mixed at assertion level. How should procedures be balanced?",READY,ready,financial_statement_vs_assertion_risk
v3_edge_0145_03_ready_4f2b7c1f5e,ISA 210,"For ISA 210, control design appears sound but one operating failure occurred near year-end. Can reliance continue, and how should substantive work be expanded?",READY,ready,control_design_vs_operation
v3_edge_0145_04_ready_f3ae98c956,ISA 210,"Under ISA 210, the population is highly skewed with a few very large items. How should sample design and coverage be changed?",READY,ready,sampling_edge_population_bias
v3_edge_0145_05_ready_14abaa3a2a,ISA 210,"Applying ISA 210, third-party evidence conflicts with internal records. What is the required approach to resolve contradictory evidence?",READY,ready,contradictory_audit_evidence
v3_edge_0145_06_ready_56b806d3ef,ISA 210,"For ISA 210, management relies on an expert model with limited transparency. What evidence must the auditor obtain before relying on the output?",READY,ready,management_expert_reliance
v3_edge_0145_07_ready_6551c6c5a1,ISA 210,"Under ISA 210, when does complexity require using an auditor's expert rather than team-only procedures?",READY,ready,auditor_expert_use_threshold
v3_edge_0145_08_ready_2e47f0932e,ISA 210,"Applying ISA 210, late manual entries consistently improve results. How should possible management override be investigated?",READY,ready,fraud_override_indicator
v3_edge_0145_09_ready_34b20ead5f,ISA 210,"For ISA 210, management explanations are plausible but unsupported by independent evidence. What skepticism-based follow-up is required?",READY,ready,professional_skepticism_bias
v3_edge_0145_10_ready_fc12540af1,ISA 210,"Under ISA 210, estimation uncertainty remains high despite additional procedures. How should sufficiency and appropriateness of evidence be concluded?",READY,ready,estimate_uncertainty_response
v3_edge_0145_11_clarification_838349fc7d,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
v3_edge_0145_12_clarification_7452d9ffc5,Professional Auditing Standards (General),Management changed policy options this year; how should it be evaluated and what are its dependencies?,NEEDS_CLARIFICATION,clarification,clarify_target_standard_policy_change
v3_edge_0145_13_clarification_4b3e3a3b2b,Professional Auditing Standards (General),"If data is incomplete and proxies are used, how should it be assessed and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_data_proxy
v3_edge_0145_14_clarification_0b119c68a5,Professional Auditing Standards (General),"When contract terms conflict with system classification, how should it be resolved and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_contract_system_conflict
v3_edge_0145_15_clarification_d358d3c21a,Professional Auditing Standards (General),"For mixed contract components with different risk features, how should it be split and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_mixed_components
v3_edge_0145_16_clarification_85fa5fa18b,Professional Auditing Standards (General),"If business purpose changes near year-end, when should it be reclassified and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_reclassification
v3_edge_0145_17_clarification_eb10c4d8f8,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0145_18_clarification_0c25acf5b5,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0145_19_clarification_69acde2f9b,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0145_20_clarification_a3b6d0b3d5,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0146_01_ready_f68b61e68f,ISA 210,"Under ISA 210, a process appears low-volume but potentially high-risk. How should risk assessment be adjusted and documented?",READY,ready,risk_assessment_scope_edge
v3_edge_0146_02_ready_3cd7fbd703,ISA 210,"Applying ISA 210, risks are pervasive at the financial statement level but mixed at assertion level. How should procedures be balanced?",READY,ready,financial_statement_vs_assertion_risk
v3_edge_0146_03_ready_1c28c83f9f,ISA 210,"For ISA 210, control design appears sound but one operating failure occurred near year-end. Can reliance continue, and how should substantive work be expanded?",READY,ready,control_design_vs_operation
v3_edge_0146_04_ready_dacc2f4a5d,ISA 210,"Under ISA 210, the population is highly skewed with a few very large items. How should sample design and coverage be changed?",READY,ready,sampling_edge_population_bias
v3_edge_0146_05_ready_0d36e7ddfd,ISA 210,"Applying ISA 210, third-party evidence conflicts with internal records. What is the required approach to resolve contradictory evidence?",READY,ready,contradictory_audit_evidence
v3_edge_0146_06_ready_b902362440,ISA 210,"For ISA 210, management relies on an expert model with limited transparency. What evidence must the auditor obtain before relying on the output?",READY,ready,management_expert_reliance
v3_edge_0146_07_ready_e33db31436,ISA 210,"Under ISA 210, when does complexity require using an auditor's expert rather than team-only procedures?",READY,ready,auditor_expert_use_threshold
v3_edge_0146_08_ready_bd714ac9f8,ISA 210,"Applying ISA 210, late manual entries consistently improve results. How should possible management override be investigated?",READY,ready,fraud_override_indicator
v3_edge_0146_09_ready_e0293e5ac3,ISA 210,"For ISA 210, management explanations are plausible but unsupported by independent evidence. What skepticism-based follow-up is required?",READY,ready,professional_skepticism_bias
v3_edge_0146_10_ready_34164239ac,ISA 210,"Under ISA 210, estimation uncertainty remains high despite additional procedures. How should sufficiency and appropriateness of evidence be concluded?",READY,ready,estimate_uncertainty_response
v3_edge_0146_11_clarification_44bcadd458,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
v3_edge_0146_12_clarification_df4d031e1b,Professional Auditing Standards (General),Management changed policy options this year; how should it be evaluated and what are its dependencies?,NEEDS_CLARIFICATION,clarification,clarify_target_standard_policy_change
v3_edge_0146_13_clarification_600d6b822a,Professional Auditing Standards (General),"If data is incomplete and proxies are used, how should it be assessed and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_data_proxy
v3_edge_0146_14_clarification_ed747a75fe,Professional Auditing Standards (General),"When contract terms conflict with system classification, how should it be resolved and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_contract_system_conflict
v3_edge_0146_15_clarification_9af2affb9f,Professional Auditing Standards (General),"For mixed contract components with different risk features, how should it be split and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_mixed_components
v3_edge_0146_16_clarification_27e7de196c,Professional Auditing Standards (General),"If business purpose changes near year-end, when should it be reclassified and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_reclassification
v3_edge_0146_17_clarification_90dd6f4bb0,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0146_18_clarification_0e585533c1,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0146_19_clarification_1b15df5cfb,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0146_20_clarification_ffa8fcf073,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0147_01_ready_223fda5987,ISA 210,"Under ISA 210, a process appears low-volume but potentially high-risk. How should risk assessment be adjusted and documented?",READY,ready,risk_assessment_scope_edge
v3_edge_0147_02_ready_eb829b38e1,ISA 210,"Applying ISA 210, risks are pervasive at the financial statement level but mixed at assertion level. How should procedures be balanced?",READY,ready,financial_statement_vs_assertion_risk
v3_edge_0147_03_ready_4b821a1a45,ISA 210,"For ISA 210, control design appears sound but one operating failure occurred near year-end. Can reliance continue, and how should substantive work be expanded?",READY,ready,control_design_vs_operation
v3_edge_0147_04_ready_3cf6909884,ISA 210,"Under ISA 210, the population is highly skewed with a few very large items. How should sample design and coverage be changed?",READY,ready,sampling_edge_population_bias
v3_edge_0147_05_ready_1dd43e6513,ISA 210,"Applying ISA 210, third-party evidence conflicts with internal records. What is the required approach to resolve contradictory evidence?",READY,ready,contradictory_audit_evidence
v3_edge_0147_06_ready_c603aab733,ISA 210,"For ISA 210, management relies on an expert model with limited transparency. What evidence must the auditor obtain before relying on the output?",READY,ready,management_expert_reliance
v3_edge_0147_07_ready_e53eaa049b,ISA 210,"Under ISA 210, when does complexity require using an auditor's expert rather than team-only procedures?",READY,ready,auditor_expert_use_threshold
v3_edge_0147_08_ready_6dce47e2e1,ISA 210,"Applying ISA 210, late manual entries consistently improve results. How should possible management override be investigated?",READY,ready,fraud_override_indicator
v3_edge_0147_09_ready_5d92d979eb,ISA 210,"For ISA 210, management explanations are plausible but unsupported by independent evidence. What skepticism-based follow-up is required?",READY,ready,professional_skepticism_bias
v3_edge_0147_10_ready_e19fb72693,ISA 210,"Under ISA 210, estimation uncertainty remains high despite additional procedures. How should sufficiency and appropriateness of evidence be concluded?",READY,ready,estimate_uncertainty_response
v3_edge_0147_11_clarification_a24b548985,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
v3_edge_0147_12_clarification_82373287b6,Professional Auditing Standards (General),Management changed policy options this year; how should it be evaluated and what are its dependencies?,NEEDS_CLARIFICATION,clarification,clarify_target_standard_policy_change
v3_edge_0147_13_clarification_45efb59f52,Professional Auditing Standards (General),"If data is incomplete and proxies are used, how should it be assessed and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_data_proxy
v3_edge_0147_14_clarification_48be1c19cd,Professional Auditing Standards (General),"When contract terms conflict with system classification, how should it be resolved and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_contract_system_conflict
v3_edge_0147_15_clarification_138940b4b2,Professional Auditing Standards (General),"For mixed contract components with different risk features, how should it be split and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_mixed_components
v3_edge_0147_16_clarification_8127b4144d,Professional Auditing Standards (General),"If business purpose changes near year-end, when should it be reclassified and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_reclassification
v3_edge_0147_17_clarification_9f0cb6c291,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0147_18_clarification_da9bd82a8f,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0147_19_clarification_39545730fc,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0147_20_clarification_cb20dc6ada,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0148_01_ready_c0feb8d6a5,ISA 210,"Under ISA 210, a process appears low-volume but potentially high-risk. How should risk assessment be adjusted and documented?",READY,ready,risk_assessment_scope_edge
v3_edge_0148_02_ready_e1f6871cd9,ISA 210,"Applying ISA 210, risks are pervasive at the financial statement level but mixed at assertion level. How should procedures be balanced?",READY,ready,financial_statement_vs_assertion_risk
v3_edge_0148_03_ready_c41ad7960d,ISA 210,"For ISA 210, control design appears sound but one operating failure occurred near year-end. Can reliance continue, and how should substantive work be expanded?",READY,ready,control_design_vs_operation
v3_edge_0148_04_ready_c7784521c8,ISA 210,"Under ISA 210, the population is highly skewed with a few very large items. How should sample design and coverage be changed?",READY,ready,sampling_edge_population_bias
v3_edge_0148_05_ready_0ebef755a3,ISA 210,"Applying ISA 210, third-party evidence conflicts with internal records. What is the required approach to resolve contradictory evidence?",READY,ready,contradictory_audit_evidence
v3_edge_0148_06_ready_119474dd68,ISA 210,"For ISA 210, management relies on an expert model with limited transparency. What evidence must the auditor obtain before relying on the output?",READY,ready,management_expert_reliance
v3_edge_0148_07_ready_ac66892c38,ISA 210,"Under ISA 210, when does complexity require using an auditor's expert rather than team-only procedures?",READY,ready,auditor_expert_use_threshold
v3_edge_0148_08_ready_e0881a879f,ISA 210,"Applying ISA 210, late manual entries consistently improve results. How should possible management override be investigated?",READY,ready,fraud_override_indicator
v3_edge_0148_09_ready_5cdff81988,ISA 210,"For ISA 210, management explanations are plausible but unsupported by independent evidence. What skepticism-based follow-up is required?",READY,ready,professional_skepticism_bias
v3_edge_0148_10_ready_2083d3025b,ISA 210,"Under ISA 210, estimation uncertainty remains high despite additional procedures. How should sufficiency and appropriateness of evidence be concluded?",READY,ready,estimate_uncertainty_response
v3_edge_0148_11_clarification_b8e5ebd615,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
v3_edge_0148_12_clarification_e1f09c4130,Professional Auditing Standards (General),Management changed policy options this year; how should it be evaluated and what are its dependencies?,NEEDS_CLARIFICATION,clarification,clarify_target_standard_policy_change
v3_edge_0148_13_clarification_44ade861f4,Professional Auditing Standards (General),"If data is incomplete and proxies are used, how should it be assessed and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_data_proxy
v3_edge_0148_14_clarification_b36433d2fc,Professional Auditing Standards (General),"When contract terms conflict with system classification, how should it be resolved and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_contract_system_conflict
v3_edge_0148_15_clarification_6432824630,Professional Auditing Standards (General),"For mixed contract components with different risk features, how should it be split and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_mixed_components
v3_edge_0148_16_clarification_759e5e36b6,Professional Auditing Standards (General),"If business purpose changes near year-end, when should it be reclassified and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_reclassification
v3_edge_0148_17_clarification_c51636e79f,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0148_18_clarification_af9848d33c,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0148_19_clarification_6d70ff3614,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0148_20_clarification_3ded81cd41,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0149_01_ready_8db05ac420,ISA 220,"Under ISA 220, a process appears low-volume but potentially high-risk. How should risk assessment be adjusted and documented?",READY,ready,risk_assessment_scope_edge
v3_edge_0149_02_ready_0561b605c2,ISA 220,"Applying ISA 220, risks are pervasive at the financial statement level but mixed at assertion level. How should procedures be balanced?",READY,ready,financial_statement_vs_assertion_risk
